DAY,SYMBOL,TOTAL_BORROWS,TOTAL_LIQUIDITY,UTILIZATION_RATE
2022-10-06 00:00:00.000,USDC,267887086.525763,1031582701.96535,0.2596855163
2022-05-20 00:00:00.000,USDC,1019211066.18919,1810408622.25887,0.5629729408
2022-08-12 00:00:00.000,USDC,291978714.782607,1235750221.21538,0.2362764819
2022-05-28 00:00:00.000,USDC,980359005.593733,2246012857.58301,0.436488599
2021-05-20 00:00:00.000,USDC,2710781726.68619,3194623661.11188,0.8485449349
2022-07-21 00:00:00.000,USDC,210941580.635585,1015248611.62942,0.2077733259
2022-09-19 00:00:00.000,USDC,257289499.805874,1222432246.58077,0.2104734234
2022-11-22 00:00:00.000,USDC,281817049.023498,824519784.183955,0.3417953752
2022-07-18 00:00:00.000,USDC,212903527.967685,1012317235.44355,0.2103130526
2022-02-28 00:00:00.000,USDC,1326646884.04435,2369625503.36802,0.5598550835
2022-08-11 00:00:00.000,USDC,295653392.946488,1222514266.28398,0.241840444
2022-07-28 00:00:00.000,USDC,254689971.512197,1011092846.00485,0.251895731
2022-07-13 00:00:00.000,USDC,203932814.62319,1060073410.42715,0.1923761247
2022-04-18 00:00:00.000,USDC,2323363239.54158,3019910488.42657,0.7693483792
2020-12-23 00:00:00.000,USDC,87247995.816423,110532734.568851,0.7893407881
2022-12-17 00:00:00.000,USDC,322876612.01741,775037182.481566,0.4165949961
2022-05-03 00:00:00.000,USDC,1929584118.08222,3011472284.41356,0.6407444385
2022-03-15 00:00:00.000,USDC,1245810764.03741,1931749645.23645,0.6449131579
2022-11-09 00:00:00.000,USDC,311665038.746838,767373593.732628,0.406145118
2022-12-25 00:00:00.000,USDC,306019615.638515,735594192.760999,0.4160168999
2022-08-19 00:00:00.000,USDC,262625327.162692,1259104758.58038,0.208580998
2021-06-20 00:00:00.000,USDC,3279257290.39936,4502371259.69282,0.728340046
2022-07-15 00:00:00.000,USDC,195041569.464971,1002090336.62761,0.1946347174
2022-06-30 00:00:00.000,USDC,452061045.211064,1325589159.56799,0.3410265103
2021-04-24 00:00:00.000,USDC,636340784.801271,857331387.695315,0.7422343261
2022-12-16 00:00:00.000,USDC,321845478.509547,770214945.222829,0.4178644942
2021-09-20 00:00:00.000,USDC,5306081575.60778,5975246977.72448,0.8880104196
2021-09-13 00:00:00.000,USDC,5289338689.34734,5893791241.2859,0.8974424904
2020-12-01 00:00:00.000,USDC,99785081.5604243,107671044.525214,0.92675874
2020-06-11 00:00:00.000,USDC,1770758.46995106,3682063.32713553,0.4809147243
2021-04-29 00:00:00.000,USDC,2222567589.89168,2535279258.36562,0.8766559276
2022-07-24 00:00:00.000,USDC,233773577.168521,1040107466.94569,0.2247590606
2022-11-26 00:00:00.000,USDC,283608536.393126,741787260.000493,0.382331366
2021-03-11 00:00:00.000,USDC,395936401.889214,444776207.681756,0.8901924047
2021-12-11 00:00:00.000,USDC,2874073592.61187,3391117536.19774,0.8475299254
2021-06-10 00:00:00.000,USDC,3221642433.87128,4422854407.52728,0.7284079775
2022-05-14 00:00:00.000,USDC,1252041101.16507,1772706054.98266,0.7062880491
2022-08-01 00:00:00.000,USDC,301316389.11214,1068855584.49747,0.2819056133
2021-06-19 00:00:00.000,USDC,3296830708.28751,4498063715.66518,0.7329444216
2022-07-05 00:00:00.000,USDC,370279029.011792,1467894335.88593,0.2522518276
2022-07-22 00:00:00.000,USDC,231032729.26139,1044286641.92429,0.2212349751
2020-05-14 00:00:00.000,USDC,549163.818198088,1370986.48163097,0.4005610745
2022-07-08 00:00:00.000,USDC,334475832.169785,1083596968.29433,0.3086718051
2021-01-19 00:00:00.000,USDC,156053291.990737,168956445.247331,0.9236302987
2023-01-18 00:00:00.000,USDC,353883257.218164,699383252.209249,0.505993325
2022-07-07 00:00:00.000,USDC,337818474.848819,1527139523.3776,0.2212099613
2022-06-19 00:00:00.000,USDC,421773199.034075,1166568075.63938,0.3615504383
2022-02-27 00:00:00.000,USDC,1328607800.88662,2454630773.07846,0.5412658455
2022-11-11 00:00:00.000,USDC,541574270.546557,921875583.646935,0.5874700232
2021-02-22 00:00:00.000,USDC,346833951.085689,403526134.985183,0.8595080244
2022-05-13 00:00:00.000,USDC,1271840859.82514,1763849914.08556,0.7210595696
2021-01-17 00:00:00.000,USDC,143979686.204552,164503729.317982,0.8752366089
2020-06-27 00:00:00.000,USDC,4561921.44078717,7558023.175973,0.6035865906
2021-07-26 00:00:00.000,USDC,4039318070.27059,5543002569.30121,0.7287238315
2022-08-07 00:00:00.000,USDC,302999080.369984,1040924119.00242,0.291086617
2021-08-01 00:00:00.000,USDC,4147759571.11088,5592030390.8832,0.7417269366
2021-05-15 00:00:00.000,USDC,2994309292.18136,3337426299.07841,0.8971911359
2021-02-04 00:00:00.000,USDC,217514760.167985,243161787.408843,0.8945269011
2022-02-13 00:00:00.000,USDC,2195855094.25134,3402067685.10951,0.6454472096
2022-08-21 00:00:00.000,USDC,242986292.515013,1160580008.44361,0.2093662572
2022-10-08 00:00:00.000,USDC,268852288.585459,1025745233.49109,0.2621043509
2021-06-24 00:00:00.000,USDC,3016389584.76367,4339273781.75542,0.6951369599
2022-06-18 00:00:00.000,USDC,433521619.004039,1177290138.95569,0.3682368557
2022-07-02 00:00:00.000,USDC,414760133.088223,1408495134.7946,0.2944704052
2021-05-12 00:00:00.000,USDC,2843741573.6709,3142137551.78961,0.9050340817
2021-11-28 00:00:00.000,USDC,2807456496.17032,3334722424.65348,0.8418861118
2021-04-15 00:00:00.000,USDC,701634500.201752,729069008.784166,0.9623704913
2021-05-29 00:00:00.000,USDC,2805478326.25057,4151611953.05101,0.6757563949
2022-05-02 00:00:00.000,USDC,1933940906.544,2997760350.41091,0.6451285895
2021-07-03 00:00:00.000,USDC,2715605137.64723,3866227346.4297,0.7023914774
2022-06-01 00:00:00.000,USDC,1005984329.9636,2132979069.01769,0.4716334748
2022-06-20 00:00:00.000,USDC,435051400.184056,1179777740.24913,0.3687570848
2020-08-13 00:00:00.000,USDC,25587879.1604379,23674360.6772206,1.080826617
2021-06-06 00:00:00.000,USDC,2998790015.54548,4296217606.29634,0.6980070123
2021-02-10 00:00:00.000,USDC,245580442.876277,256095040.540312,0.9589425955
2021-05-19 00:00:00.000,USDC,2711106837.79783,3035716288.29258,0.8930698986
2022-03-10 00:00:00.000,USDC,1259976697.74133,2107351634.42132,0.597895803
2021-02-23 00:00:00.000,USDC,353035770.88272,391951053.185669,0.9007139234
2022-06-13 00:00:00.000,USDC,625484961.966278,1236434194.53565,0.5058780845
2021-05-28 00:00:00.000,USDC,2772559173.2335,3777436532.88978,0.7339790223
2021-05-13 00:00:00.000,USDC,2894085790.77912,3213837708.67267,0.9005077584
2021-01-15 00:00:00.000,USDC,138380502.253779,148838619.91292,0.9297351879
2022-07-14 00:00:00.000,USDC,207126866.936955,1058396454.31253,0.1956987536
2022-03-04 00:00:00.000,USDC,1274163689.00926,2176299779.197,0.5854725076
2021-06-05 00:00:00.000,USDC,2998326777.20892,4291648649.82405,0.698642182
2020-11-05 00:00:00.000,USDC,63665003.7644869,110616157.941052,0.5755488615
2022-06-22 00:00:00.000,USDC,395339948.946458,1277988169.49325,0.3093455467
2020-05-09 00:00:00.000,USDC,428138.618944066,1447749.20313519,0.2957270624
2022-06-14 00:00:00.000,USDC,510380813.445483,1246235875.87037,0.4095378919
2021-05-24 00:00:00.000,USDC,2490396320.01956,3221301978.59668,0.7731024091
2022-07-23 00:00:00.000,USDC,235278881.626782,1045565840.48176,0.2250254097
2021-05-21 00:00:00.000,USDC,2858867461.85002,3537127619.76132,0.8082454944
2022-08-16 00:00:00.000,USDC,297900399.189619,1249543802.44423,0.238407328
2022-05-12 00:00:00.000,USDC,1292276116.03897,1722197528.29404,0.7503646329
2022-08-13 00:00:00.000,USDC,282494391.612389,1214885924.30789,0.232527504
2021-07-20 00:00:00.000,USDC,3989771726.8274,5560389358.23455,0.7175345951
2021-06-04 00:00:00.000,USDC,2993221600.5998,4267045691.1171,0.701473998
2021-05-16 00:00:00.000,USDC,3044556602.13513,3366251562.71134,0.9044352585
2020-10-21 00:00:00.000,USDC,65032154.3286572,106631630.621267,0.6098767687
2020-12-28 00:00:00.000,USDC,92337773.0101863,96192395.3782054,0.9599279927
2020-09-04 00:00:00.000,USDC,81288246.699574,222785437.875997,0.364872352
2022-02-11 00:00:00.000,USDC,2204918386.71105,3310666353.12749,0.6660044086
2022-05-11 00:00:00.000,USDC,1312218680.36612,2299578898.51217,0.5706343371
2021-05-25 00:00:00.000,USDC,2446025029.47336,3251876051.95399,0.7521888874
2022-02-26 00:00:00.000,USDC,1479454855.55419,2644175617.05951,0.5595145973
2020-06-18 00:00:00.000,USDC,2439997.49139093,2859231.84551057,0.8533751802
2022-11-23 00:00:00.000,USDC,282412794.462916,799603516.360636,0.3531910362
2020-05-07 00:00:00.000,USDC,400874.058288433,1162684.91404976,0.3447830564
2020-11-27 00:00:00.000,USDC,98215804.5035332,111238349.382512,0.8829311568
2022-08-03 00:00:00.000,USDC,310180165.187207,1058975179.25699,0.2929059824
2022-05-04 00:00:00.000,USDC,1937414481.72624,2998375256.16478,0.6461547726
2021-02-17 00:00:00.000,USDC,293430377.234397,301390593.232397,0.9735883728
2021-05-05 00:00:00.000,USDC,2779517134.68169,3102355356.83548,0.8959377038
2022-02-17 00:00:00.000,USDC,2185044326.40693,3344154290.95868,0.6533921991
2022-04-30 00:00:00.000,USDC,2009718810.42144,2972248140.85333,0.6761611801
2022-08-14 00:00:00.000,USDC,284235546.556722,1179880485.45092,0.2409019812
2020-08-25 00:00:00.000,USDC,53385587.2115614,242176920.100691,0.2204404416
2021-05-22 00:00:00.000,USDC,3198101434.05891,3881623737.47136,0.8239081504
2021-09-21 00:00:00.000,USDC,5276399192.88564,5971078032.4872,0.8836593935
2022-03-06 00:00:00.000,USDC,1276325569.64891,2168138633.72818,0.5886734131
2022-07-17 00:00:00.000,USDC,203320185.092562,1008098533.7316,0.2016868176
2022-06-16 00:00:00.000,USDC,506747471.01405,1274629363.49384,0.397564567
2022-12-27 00:00:00.000,USDC,309420515.700314,730046916.661202,0.4238364804
2022-11-25 00:00:00.000,USDC,285099615.126812,753491778.780693,0.3783712353
2021-12-17 00:00:00.000,USDC,2941523361.29363,3639284263.11585,0.8082697444
2020-08-17 00:00:00.000,USDC,41249542.1375127,235563660.302508,0.1751099558
2022-05-16 00:00:00.000,USDC,1274441439.1082,1815827894.09208,0.7018514493
2022-02-24 00:00:00.000,USDC,1466271008.79074,2665013155.34214,0.5501927845
2022-12-21 00:00:00.000,USDC,310043639.430096,752556685.678389,0.4119870906
2022-05-09 00:00:00.000,USDC,1273103155.40856,2335910501.72827,0.54501367
2021-03-29 00:00:00.000,USDC,689227979.405618,750715774.498959,0.9180944411
2021-06-03 00:00:00.000,USDC,3007756244.63832,4267607342.7578,0.7047874847
2022-09-12 00:00:00.000,USDC,216743494.336972,1564611300.06406,0.138528652
2020-05-13 00:00:00.000,USDC,506527.584315342,1216635.60815223,0.4163346699
2022-11-20 00:00:00.000,USDC,314179158.891355,897940591.070836,0.3498885806
2022-05-08 00:00:00.000,USDC,1536543367.56883,2642483741.4795,0.5814769429
2022-07-30 00:00:00.000,USDC,294101813.00368,1021315289.96114,0.2879637815
2021-12-04 00:00:00.000,USDC,2835432550.39801,3247024550.28608,0.8732402563
2021-10-13 00:00:00.000,USDC,4230920197.63613,4751759163.03058,0.8903902855
2021-03-27 00:00:00.000,USDC,631176959.148145,741511133.399142,0.8512036175
2022-08-18 00:00:00.000,USDC,293477804.213142,1249413258.40466,0.2348925003
2021-07-08 00:00:00.000,USDC,2733937307.05577,3994290431.798,0.6844613214
2020-08-19 00:00:00.000,USDC,50020768.1709818,254774018.919289,0.1963338663
2021-07-04 00:00:00.000,USDC,2725256981.72533,3852774670.91108,0.7073491742
2021-05-04 00:00:00.000,USDC,2575890079.75743,2873074022.02401,0.8965623788
2021-05-18 00:00:00.000,USDC,3096583173.47422,3473602815.52548,0.8914614992
2022-02-05 00:00:00.000,USDC,1937219620.47603,2848371739.2983,0.6801147455
2020-09-15 00:00:00.000,USDC,98813186.9753293,157175247.379387,0.6286816062
2020-11-28 00:00:00.000,USDC,95370851.4195522,116542886.602854,0.8183326688
2021-01-08 00:00:00.000,USDC,137243679.326794,145919781.137406,0.9405419763
2022-05-25 00:00:00.000,USDC,958168712.625176,2240292296.49936,0.4276980795
2022-01-22 00:00:00.000,USDC,2036896849.08694,2917600281.90339,0.6981411613
2022-03-05 00:00:00.000,USDC,1274684583.87706,2165428319.07976,0.5886524032
2022-06-10 00:00:00.000,USDC,998504803.822679,2116751114.34744,0.4717157332
2020-08-09 00:00:00.000,USDC,21213754.9879005,77139106.575371,0.2750064906
2021-03-04 00:00:00.000,USDC,428679134.117386,464607213.788408,0.9226699918
2022-12-05 00:00:00.000,USDC,303340381.174724,729005126.924082,0.4161018489
2022-07-09 00:00:00.000,USDC,333220846.154498,1079561273.58121,0.3086632082
2022-01-26 00:00:00.000,USDC,2064512737.1933,2751793292.5292,0.7502426664
2021-12-29 00:00:00.000,USDC,3170397839.57046,3758786125.99786,0.8434632175
2021-12-15 00:00:00.000,USDC,2874353640.24652,3527798667.53583,0.8147725852
2021-07-01 00:00:00.000,USDC,2752164862.13418,3900242492.54028,0.705639423
2021-06-17 00:00:00.000,USDC,3341506083.36748,4479453601.14837,0.7459628742
2022-08-10 00:00:00.000,USDC,304642444.365685,1123496099.06066,0.2711557651
2021-06-07 00:00:00.000,USDC,3245528182.61781,4360514656.14315,0.7442993405
2022-08-08 00:00:00.000,USDC,294375757.193637,1070236496.4213,0.2750567358
2020-11-03 00:00:00.000,USDC,64277185.3972006,124849848.268622,0.5148359112
2021-06-26 00:00:00.000,USDC,2999942150.76431,4276263348.40888,0.7015335367
2022-10-27 00:00:00.000,USDC,264474109.254606,779461313.665816,0.339303702
2022-09-18 00:00:00.000,USDC,251471590.162858,1264372599.4123,0.1988904143
2021-01-22 00:00:00.000,USDC,162019344.854844,192602134.997428,0.8412126109
