,label,values
3048,neg,0.0
3049,neu,0.923
3050,pos,0.077
3051,compound,0.2732
3052,neg,0.0
3053,neu,0.839
3054,pos,0.161
3055,compound,0.3182
3056,neg,0.152
3057,neu,0.848
3058,pos,0.0
3059,compound,-0.3612
3060,neg,0.0
3061,neu,0.652
3062,pos,0.348
3063,compound,0.8439
3064,neg,0.0
3065,neu,1.0
3066,pos,0.0
3067,compound,0.0
3068,neg,0.0
3069,neu,0.865
3070,pos,0.135
3071,compound,0.6124
3072,neg,0.0
3073,neu,0.811
3074,pos,0.189
3075,compound,0.6808
3076,neg,0.0
3077,neu,1.0
3078,pos,0.0
3079,compound,0.0
3080,neg,0.0
3081,neu,1.0
3082,pos,0.0
3083,compound,0.0
3084,neg,0.0
3085,neu,1.0
3086,pos,0.0
3087,compound,0.0
3088,neg,0.0
3089,neu,1.0
3090,pos,0.0
3091,compound,0.0
3092,neg,0.0
3093,neu,1.0
3094,pos,0.0
3095,compound,0.0
3096,neg,0.0
3097,neu,1.0
3098,pos,0.0
3099,compound,0.0
3100,neg,0.0
3101,neu,0.802
3102,pos,0.198
3103,compound,0.5719
3104,neg,0.0
3105,neu,0.826
3106,pos,0.174
3107,compound,0.2732
3108,neg,0.0
3109,neu,0.769
3110,pos,0.231
3111,compound,0.6597
3112,neg,0.0
3113,neu,0.876
3114,pos,0.124
3115,compound,0.4019
3116,neg,0.078
3117,neu,0.85
3118,pos,0.072
3119,compound,-0.0516
3120,neg,0.0
3121,neu,0.928
3122,pos,0.072
3123,compound,0.1027
3124,neg,0.0
3125,neu,1.0
3126,pos,0.0
3127,compound,0.0
3128,neg,0.0
3129,neu,0.932
3130,pos,0.068
3131,compound,0.1531
3132,neg,0.0
3133,neu,0.733
3134,pos,0.267
3135,compound,0.7346
3136,neg,0.0
3137,neu,0.803
3138,pos,0.197
3139,compound,0.4019
3140,neg,0.242
3141,neu,0.477
3142,pos,0.281
3143,compound,-0.0111
3144,neg,0.0
3145,neu,0.813
3146,pos,0.187
3147,compound,0.3182
3148,neg,0.0
3149,neu,1.0
3150,pos,0.0
3151,compound,0.0
3152,neg,0.0
3153,neu,1.0
3154,pos,0.0
3155,compound,0.0
3156,neg,0.097
3157,neu,0.903
3158,pos,0.0
3159,compound,-0.1027
3160,neg,0.282
3161,neu,0.484
3162,pos,0.234
3163,compound,-0.1531
3164,neg,0.0
3165,neu,1.0
3166,pos,0.0
3167,compound,0.0
3168,neg,0.0
3169,neu,1.0
3170,pos,0.0
3171,compound,0.0
3172,neg,0.0
3173,neu,1.0
3174,pos,0.0
3175,compound,0.0
3176,neg,0.0
3177,neu,0.923
3178,pos,0.077
3179,compound,0.25
3180,neg,0.0
3181,neu,0.635
3182,pos,0.365
3183,compound,0.5584
3184,neg,0.0
3185,neu,1.0
3186,pos,0.0
3187,compound,0.0
3188,neg,0.0
3189,neu,0.881
3190,pos,0.119
3191,compound,0.4019
3192,neg,0.0
3193,neu,1.0
3194,pos,0.0
3195,compound,0.0
3196,neg,0.0
3197,neu,0.828
3198,pos,0.172
3199,compound,0.3612
3200,neg,0.0
3201,neu,1.0
3202,pos,0.0
3203,compound,0.0
3204,neg,0.0
3205,neu,1.0
3206,pos,0.0
3207,compound,0.0
3208,neg,0.0
3209,neu,1.0
3210,pos,0.0
3211,compound,0.0
3212,neg,0.0
3213,neu,0.756
3214,pos,0.244
3215,compound,0.4404
3216,neg,0.0
3217,neu,0.844
3218,pos,0.156
3219,compound,0.3774
3220,neg,0.0
3221,neu,1.0
3222,pos,0.0
3223,compound,0.0
3224,neg,0.0
3225,neu,1.0
3226,pos,0.0
3227,compound,0.0
3228,neg,0.0
3229,neu,0.853
3230,pos,0.147
3231,compound,0.4767
3232,neg,0.0
3233,neu,0.779
3234,pos,0.221
3235,compound,0.3716
3236,neg,0.058
3237,neu,0.762
3238,pos,0.18
3239,compound,0.4983
3240,neg,0.0
3241,neu,1.0
3242,pos,0.0
3243,compound,0.0
3244,neg,0.0
3245,neu,0.927
3246,pos,0.073
3247,compound,0.2023
3248,neg,0.0
3249,neu,1.0
3250,pos,0.0
3251,compound,0.0
3252,neg,0.0
3253,neu,0.769
3254,pos,0.231
3255,compound,0.624
3256,neg,0.0
3257,neu,0.927
3258,pos,0.073
3259,compound,0.2263
3260,neg,0.0
3261,neu,0.773
3262,pos,0.227
3263,compound,0.8271
3264,neg,0.388
3265,neu,0.612
3266,pos,0.0
3267,compound,-0.5859
3268,neg,0.0
3269,neu,0.86
3270,pos,0.14
3271,compound,0.0772
3272,neg,0.0
3273,neu,1.0
3274,pos,0.0
3275,compound,0.0
3276,neg,0.0
3277,neu,1.0
3278,pos,0.0
3279,compound,0.0
3280,neg,0.228
3281,neu,0.772
3282,pos,0.0
3283,compound,-0.395
3284,neg,0.0
3285,neu,0.4
3286,pos,0.6
3287,compound,0.4588
3288,neg,0.0
3289,neu,1.0
3290,pos,0.0
3291,compound,0.0
3292,neg,0.078
3293,neu,0.922
3294,pos,0.0
3295,compound,-0.4019
3296,neg,0.0
3297,neu,0.941
3298,pos,0.059
3299,compound,0.1779
3300,neg,0.0
3301,neu,0.597
3302,pos,0.403
3303,compound,0.6586
3304,neg,0.0
3305,neu,0.753
3306,pos,0.247
3307,compound,0.3182
3308,neg,0.0
3309,neu,0.816
3310,pos,0.184
3311,compound,0.4019
3312,neg,0.0
3313,neu,0.798
3314,pos,0.202
3315,compound,0.5859
3316,neg,0.0
3317,neu,0.768
3318,pos,0.232
3319,compound,0.6956
3320,neg,0.0
3321,neu,0.797
3322,pos,0.203
3323,compound,0.6798
3324,neg,0.0
3325,neu,1.0
3326,pos,0.0
3327,compound,0.0
3328,neg,0.111
3329,neu,0.889
3330,pos,0.0
3331,compound,-0.3089
3332,neg,0.0
3333,neu,0.743
3334,pos,0.257
3335,compound,0.6369
3336,neg,0.0
3337,neu,0.667
3338,pos,0.333
3339,compound,0.6124
3340,neg,0.0
3341,neu,1.0
3342,pos,0.0
3343,compound,0.0
3344,neg,0.0
3345,neu,1.0
3346,pos,0.0
3347,compound,0.0
3348,neg,0.0
3349,neu,1.0
3350,pos,0.0
3351,compound,0.0
3352,neg,0.152
3353,neu,0.73
3354,pos,0.118
3355,compound,-0.2265
3356,neg,0.134
3357,neu,0.798
3358,pos,0.068
3359,compound,-0.1655
3360,neg,0.12
3361,neu,0.568
3362,pos,0.313
3363,compound,0.469
3364,neg,0.0
3365,neu,0.358
3366,pos,0.642
3367,compound,0.5563
3368,neg,0.0
3369,neu,0.827
3370,pos,0.173
3371,compound,0.3182
3372,neg,0.0
3373,neu,0.854
3374,pos,0.146
3375,compound,0.34
3376,neg,0.2
3377,neu,0.8
3378,pos,0.0
3379,compound,-0.25
3380,neg,0.0
3381,neu,1.0
3382,pos,0.0
3383,compound,0.0
3384,neg,0.086
3385,neu,0.667
3386,pos,0.247
3387,compound,0.4767
3388,neg,0.0
3389,neu,0.625
3390,pos,0.375
3391,compound,0.34
3392,neg,0.0
3393,neu,0.886
3394,pos,0.114
3395,compound,0.4767
3396,neg,0.0
3397,neu,1.0
3398,pos,0.0
3399,compound,0.0
3400,neg,0.0
3401,neu,0.4
3402,pos,0.6
3403,compound,0.5423
3404,neg,0.0
3405,neu,1.0
3406,pos,0.0
3407,compound,0.0
3408,neg,0.0
3409,neu,1.0
3410,pos,0.0
3411,compound,0.0
3412,neg,0.0
3413,neu,1.0
3414,pos,0.0
3415,compound,0.0
3416,neg,0.0
3417,neu,1.0
3418,pos,0.0
3419,compound,0.0
3420,neg,0.412
3421,neu,0.588
3422,pos,0.0
3423,compound,-0.5994
3424,neg,0.0
3425,neu,0.319
3426,pos,0.681
3427,compound,0.7506
3428,neg,0.0
3429,neu,0.886
3430,pos,0.114
3431,compound,0.4019
3432,neg,0.0
3433,neu,0.843
3434,pos,0.157
3435,compound,0.4215
3436,neg,0.167
3437,neu,0.833
3438,pos,0.0
3439,compound,-0.296
3440,neg,0.0
3441,neu,1.0
3442,pos,0.0
3443,compound,0.0
3444,neg,0.0
3445,neu,1.0
3446,pos,0.0
3447,compound,0.0
3448,neg,0.0
3449,neu,0.704
3450,pos,0.296
3451,compound,0.6369
3452,neg,0.0
3453,neu,1.0
3454,pos,0.0
3455,compound,0.0
3456,neg,0.0
3457,neu,1.0
3458,pos,0.0
3459,compound,0.0
3460,neg,0.0
3461,neu,1.0
3462,pos,0.0
3463,compound,0.0
3464,neg,0.0
3465,neu,0.903
3466,pos,0.097
3467,compound,0.5499
3468,neg,0.0
3469,neu,1.0
3470,pos,0.0
3471,compound,0.0
3472,neg,0.203
3473,neu,0.797
3474,pos,0.0
3475,compound,-0.4242
3476,neg,0.286
3477,neu,0.714
3478,pos,0.0
3479,compound,-0.4215
3480,neg,0.0
3481,neu,1.0
3482,pos,0.0
3483,compound,0.0
3484,neg,0.0
3485,neu,1.0
3486,pos,0.0
3487,compound,0.0
3488,neg,0.0
3489,neu,0.805
3490,pos,0.195
3491,compound,0.4404
3492,neg,0.0
3493,neu,0.351
3494,pos,0.649
3495,compound,0.5719
3496,neg,0.0
3497,neu,0.803
3498,pos,0.197
3499,compound,0.4019
3500,neg,0.0
3501,neu,0.822
3502,pos,0.178
3503,compound,0.4404
3504,neg,0.206
3505,neu,0.557
3506,pos,0.237
3507,compound,0.2263
3508,neg,0.0
3509,neu,1.0
3510,pos,0.0
3511,compound,0.0
3512,neg,0.0
3513,neu,1.0
3514,pos,0.0
3515,compound,0.0
3516,neg,0.184
3517,neu,0.498
3518,pos,0.318
3519,compound,0.4019
3520,neg,0.0
3521,neu,1.0
3522,pos,0.0
3523,compound,0.0
3524,neg,0.066
3525,neu,0.934
3526,pos,0.0
3527,compound,-0.1406
3528,neg,0.0
3529,neu,0.949
3530,pos,0.051
3531,compound,0.0772
3532,neg,0.0
3533,neu,1.0
3534,pos,0.0
3535,compound,0.0
3536,neg,0.0
3537,neu,0.906
3538,pos,0.094
3539,compound,0.34
3540,neg,0.0
3541,neu,1.0
3542,pos,0.0
3543,compound,0.0
3544,neg,0.0
3545,neu,1.0
3546,pos,0.0
3547,compound,0.0
3548,neg,0.067
3549,neu,0.818
3550,pos,0.115
3551,compound,0.3167
3552,neg,0.0
3553,neu,0.775
3554,pos,0.225
3555,compound,0.7783
3556,neg,0.0
3557,neu,0.724
3558,pos,0.276
3559,compound,0.6369
3560,neg,0.0
3561,neu,0.423
3562,pos,0.577
3563,compound,0.6249
3564,neg,0.082
3565,neu,0.815
3566,pos,0.103
3567,compound,-0.1184
3568,neg,0.441
3569,neu,0.395
3570,pos,0.164
3571,compound,-0.6369
3572,neg,0.0
3573,neu,0.743
3574,pos,0.257
3575,compound,0.6369
3576,neg,0.587
3577,neu,0.413
3578,pos,0.0
3579,compound,-0.7964
3580,neg,0.0
3581,neu,0.815
3582,pos,0.185
3583,compound,0.3612
3584,neg,0.0
3585,neu,1.0
3586,pos,0.0
3587,compound,0.0
3588,neg,0.0
3589,neu,0.851
3590,pos,0.149
3591,compound,0.4215
3592,neg,0.058
3593,neu,0.781
3594,pos,0.161
3595,compound,0.4767
3596,neg,0.0
3597,neu,0.905
3598,pos,0.095
3599,compound,0.8519
3600,neg,0.0
3601,neu,0.643
3602,pos,0.357
3603,compound,0.6124
3604,neg,0.0
3605,neu,0.351
3606,pos,0.649
3607,compound,0.5719
3608,neg,0.0
3609,neu,0.687
3610,pos,0.313
3611,compound,0.6249
3612,neg,0.0
3613,neu,1.0
3614,pos,0.0
3615,compound,0.0
3616,neg,0.0
3617,neu,1.0
3618,pos,0.0
3619,compound,0.0
3620,neg,0.0
3621,neu,0.76
3622,pos,0.24
3623,compound,0.4767
3624,neg,0.0
3625,neu,1.0
3626,pos,0.0
3627,compound,0.0
3628,neg,0.0
3629,neu,1.0
3630,pos,0.0
3631,compound,0.0
3632,neg,0.0
3633,neu,1.0
3634,pos,0.0
3635,compound,0.0
3636,neg,0.0
3637,neu,0.942
3638,pos,0.058
3639,compound,0.4019
3640,neg,0.0
3641,neu,0.948
3642,pos,0.052
3643,compound,0.4767
3644,neg,0.0
3645,neu,1.0
3646,pos,0.0
3647,compound,0.0
3648,neg,0.0
3649,neu,0.833
3650,pos,0.167
3651,compound,0.4939
3652,neg,0.0
3653,neu,0.351
3654,pos,0.649
3655,compound,0.5719
3656,neg,0.0
3657,neu,0.787
3658,pos,0.213
3659,compound,0.2263
3660,neg,0.0
3661,neu,0.474
3662,pos,0.526
3663,compound,0.8779
3664,neg,0.0
3665,neu,0.954
3666,pos,0.046
3667,compound,0.0258
3668,neg,0.0
3669,neu,1.0
3670,pos,0.0
3671,compound,0.0
3672,neg,0.0
3673,neu,1.0
3674,pos,0.0
3675,compound,0.0
3676,neg,0.0
3677,neu,1.0
3678,pos,0.0
3679,compound,0.0
3680,neg,0.0
3681,neu,0.571
3682,pos,0.429
3683,compound,0.7184
3684,neg,0.0
3685,neu,0.732
3686,pos,0.268
3687,compound,0.6705
3688,neg,0.0
3689,neu,1.0
3690,pos,0.0
3691,compound,0.0
3692,neg,0.0
3693,neu,0.448
3694,pos,0.552
3695,compound,0.5719
3696,neg,0.0
3697,neu,1.0
3698,pos,0.0
3699,compound,0.0
3700,neg,0.0
3701,neu,0.505
3702,pos,0.495
3703,compound,0.8957
3704,neg,0.0
3705,neu,1.0
3706,pos,0.0
3707,compound,0.0
3708,neg,0.0
3709,neu,1.0
3710,pos,0.0
3711,compound,0.0
3712,neg,0.0
3713,neu,1.0
3714,pos,0.0
3715,compound,0.0
3716,neg,0.0
3717,neu,1.0
3718,pos,0.0
3719,compound,0.0
3720,neg,0.0
3721,neu,1.0
3722,pos,0.0
3723,compound,0.0
3724,neg,0.0
3725,neu,1.0
3726,pos,0.0
3727,compound,0.0
3728,neg,0.0
3729,neu,1.0
3730,pos,0.0
3731,compound,0.0
3732,neg,0.0
3733,neu,1.0
3734,pos,0.0
3735,compound,0.0
3736,neg,0.0
3737,neu,1.0
3738,pos,0.0
3739,compound,0.0
3740,neg,0.0
3741,neu,0.908
3742,pos,0.092
3743,compound,0.1901
3744,neg,0.0
3745,neu,1.0
3746,pos,0.0
3747,compound,0.0
3748,neg,0.0
3749,neu,1.0
3750,pos,0.0
3751,compound,0.0
3752,neg,0.0
3753,neu,1.0
3754,pos,0.0
3755,compound,0.0
3756,neg,0.0
3757,neu,1.0
3758,pos,0.0
3759,compound,0.0
3760,neg,0.0
3761,neu,1.0
3762,pos,0.0
3763,compound,0.0
3764,neg,0.0
3765,neu,0.8
3766,pos,0.2
3767,compound,0.25
3768,neg,0.0
3769,neu,0.617
3770,pos,0.383
3771,compound,0.7351
3772,neg,0.0
3773,neu,1.0
3774,pos,0.0
3775,compound,0.0
3776,neg,0.028
3777,neu,0.673
3778,pos,0.299
3779,compound,0.9665
3780,neg,0.0
3781,neu,0.65
3782,pos,0.35
3783,compound,0.285
3784,neg,0.18
3785,neu,0.82
3786,pos,0.0
3787,compound,-0.296
3788,neg,0.0
3789,neu,0.27
3790,pos,0.73
3791,compound,0.4019
3792,neg,0.0
3793,neu,0.897
3794,pos,0.103
3795,compound,0.3182
3796,neg,0.0
3797,neu,1.0
3798,pos,0.0
3799,compound,0.0
3800,neg,0.0
3801,neu,1.0
3802,pos,0.0
3803,compound,0.0
3804,neg,0.018
3805,neu,0.95
3806,pos,0.032
3807,compound,0.25
3808,neg,0.0
3809,neu,1.0
3810,pos,0.0
3811,compound,0.0
3812,neg,0.0
3813,neu,0.328
3814,pos,0.672
3815,compound,0.6249
3816,neg,0.0
3817,neu,0.0
3818,pos,0.0
3819,compound,0.0
3820,neg,0.0
3821,neu,1.0
3822,pos,0.0
3823,compound,0.0
3824,neg,0.0
3825,neu,1.0
3826,pos,0.0
3827,compound,0.0
3828,neg,0.0
3829,neu,1.0
3830,pos,0.0
3831,compound,0.0
3832,neg,0.0
3833,neu,0.8
3834,pos,0.2
3835,compound,0.3612
3836,neg,0.0
3837,neu,1.0
3838,pos,0.0
3839,compound,0.0
3840,neg,0.0
3841,neu,1.0
3842,pos,0.0
3843,compound,0.0
3844,neg,0.0
3845,neu,1.0
3846,pos,0.0
3847,compound,0.0
3848,neg,0.0
3849,neu,1.0
3850,pos,0.0
3851,compound,0.0
3852,neg,0.0
3853,neu,0.128
3854,pos,0.872
3855,compound,0.7783
3856,neg,0.0
3857,neu,0.357
3858,pos,0.643
3859,compound,0.5574
3860,neg,0.0
3861,neu,0.732
3862,pos,0.268
3863,compound,0.296
3864,neg,0.209
3865,neu,0.791
3866,pos,0.0
3867,compound,-0.7003
3868,neg,0.0
3869,neu,1.0
3870,pos,0.0
3871,compound,0.0
3872,neg,0.187
3873,neu,0.813
3874,pos,0.0
3875,compound,-0.6808
3876,neg,0.0
3877,neu,0.351
3878,pos,0.649
3879,compound,0.5719
3880,neg,0.0
3881,neu,0.568
3882,pos,0.432
3883,compound,0.872
3884,neg,0.0
3885,neu,1.0
3886,pos,0.0
3887,compound,0.0
3888,neg,0.0
3889,neu,0.351
3890,pos,0.649
3891,compound,0.5719
3892,neg,0.0
3893,neu,0.549
3894,pos,0.451
3895,compound,0.6249
3896,neg,0.0
3897,neu,0.588
3898,pos,0.412
3899,compound,0.6369
3900,neg,0.0
3901,neu,0.339
3902,pos,0.661
3903,compound,0.8316
3904,neg,0.0
3905,neu,1.0
3906,pos,0.0
3907,compound,0.0
3908,neg,0.0
3909,neu,0.904
3910,pos,0.096
3911,compound,0.3818
3912,neg,0.0
3913,neu,0.643
3914,pos,0.357
3915,compound,0.6124
3916,neg,0.0
3917,neu,1.0
3918,pos,0.0
3919,compound,0.0
3920,neg,0.131
3921,neu,0.516
3922,pos,0.353
3923,compound,0.5334
3924,neg,0.0
3925,neu,0.563
3926,pos,0.437
3927,compound,0.4767
3928,neg,0.0
3929,neu,1.0
3930,pos,0.0
3931,compound,0.0
3932,neg,0.0
3933,neu,0.351
3934,pos,0.649
3935,compound,0.5719
3936,neg,0.0
3937,neu,0.357
3938,pos,0.643
3939,compound,0.8402
3940,neg,0.0
3941,neu,0.837
3942,pos,0.163
3943,compound,0.6249
3944,neg,0.0
3945,neu,0.233
3946,pos,0.767
3947,compound,0.5106
3948,neg,0.0
3949,neu,0.351
3950,pos,0.649
3951,compound,0.5719
3952,neg,0.0
3953,neu,0.674
3954,pos,0.326
3955,compound,0.4404
3956,neg,0.0
3957,neu,1.0
3958,pos,0.0
3959,compound,0.0
3960,neg,0.0
3961,neu,0.351
3962,pos,0.649
3963,compound,0.5719
3964,neg,0.0
3965,neu,1.0
3966,pos,0.0
3967,compound,0.0
3968,neg,0.0
3969,neu,0.448
3970,pos,0.552
3971,compound,0.5719
3972,neg,0.0
3973,neu,0.656
3974,pos,0.344
3975,compound,0.6369
3976,neg,0.0
3977,neu,1.0
3978,pos,0.0
3979,compound,0.0
3980,neg,0.0
3981,neu,0.764
3982,pos,0.236
3983,compound,0.5719
3984,neg,0.0
3985,neu,0.351
3986,pos,0.649
3987,compound,0.5719
3988,neg,0.0
3989,neu,0.588
3990,pos,0.412
3991,compound,0.6369
3992,neg,0.0
3993,neu,1.0
3994,pos,0.0
3995,compound,0.0
3996,neg,0.0
3997,neu,0.685
3998,pos,0.315
3999,compound,0.5574
4000,neg,0.0
4001,neu,0.543
4002,pos,0.457
4003,compound,0.7096
4004,neg,0.0
4005,neu,0.826
4006,pos,0.174
4007,compound,0.2263
4008,neg,0.0
4009,neu,0.574
4010,pos,0.426
4011,compound,0.6369
4012,neg,0.0
4013,neu,0.775
4014,pos,0.225
4015,compound,0.4404
4016,neg,0.039
4017,neu,0.961
4018,pos,0.0
4019,compound,-0.128
4020,neg,0.0
4021,neu,1.0
4022,pos,0.0
4023,compound,0.0
4024,neg,0.039
4025,neu,0.961
4026,pos,0.0
4027,compound,-0.128
4028,neg,0.0
4029,neu,1.0
4030,pos,0.0
4031,compound,0.0
4032,neg,0.0
4033,neu,0.351
4034,pos,0.649
4035,compound,0.5719
4036,neg,0.0
4037,neu,0.357
4038,pos,0.643
4039,compound,0.5574
4040,neg,0.0
4041,neu,0.448
4042,pos,0.552
4043,compound,0.5719
4044,neg,0.0
4045,neu,0.381
4046,pos,0.619
4047,compound,0.7579
4048,neg,0.0
4049,neu,1.0
4050,pos,0.0
4051,compound,0.0
4052,neg,0.0
4053,neu,1.0
4054,pos,0.0
4055,compound,0.0
4056,neg,0.0
4057,neu,0.734
4058,pos,0.266
4059,compound,0.4404
4060,neg,0.0
4061,neu,1.0
4062,pos,0.0
4063,compound,0.0
4064,neg,0.0
4065,neu,0.351
4066,pos,0.649
4067,compound,0.5719
4068,neg,0.0
4069,neu,0.3
4070,pos,0.7
4071,compound,0.7906
4072,neg,0.0
4073,neu,0.806
4074,pos,0.194
4075,compound,0.34
4076,neg,0.0
4077,neu,0.833
4078,pos,0.167
4079,compound,0.1027
4080,neg,0.0
4081,neu,0.647
4082,pos,0.353
4083,compound,0.4404
4084,neg,0.0
4085,neu,1.0
4086,pos,0.0
4087,compound,0.0
4088,neg,0.0
4089,neu,0.949
4090,pos,0.051
4091,compound,0.4019
4092,neg,0.0
4093,neu,0.806
4094,pos,0.194
4095,compound,0.34
4096,neg,0.0
4097,neu,0.833
4098,pos,0.167
4099,compound,0.1027
4100,neg,0.0
4101,neu,0.647
4102,pos,0.353
4103,compound,0.4404
4104,neg,0.0
4105,neu,1.0
4106,pos,0.0
4107,compound,0.0
4108,neg,0.0
4109,neu,0.947
4110,pos,0.053
4111,compound,0.4019
4112,neg,0.0
4113,neu,0.806
4114,pos,0.194
4115,compound,0.34
4116,neg,0.0
4117,neu,0.833
4118,pos,0.167
4119,compound,0.1027
4120,neg,0.0
4121,neu,0.647
4122,pos,0.353
4123,compound,0.4404
4124,neg,0.0
4125,neu,1.0
4126,pos,0.0
4127,compound,0.0
4128,neg,0.0
4129,neu,0.947
4130,pos,0.053
4131,compound,0.4019
4132,neg,0.0
4133,neu,0.806
4134,pos,0.194
4135,compound,0.34
4136,neg,0.0
4137,neu,0.833
4138,pos,0.167
4139,compound,0.1027
4140,neg,0.0
4141,neu,0.647
4142,pos,0.353
4143,compound,0.4404
4144,neg,0.0
4145,neu,1.0
4146,pos,0.0
4147,compound,0.0
4148,neg,0.0
4149,neu,0.947
4150,pos,0.053
4151,compound,0.4019
4152,neg,0.0
4153,neu,0.417
4154,pos,0.583
4155,compound,0.6808
4156,neg,0.0
4157,neu,0.408
4158,pos,0.592
4159,compound,0.4404
4160,neg,0.0
4161,neu,0.395
4162,pos,0.605
4163,compound,0.8934
4164,neg,0.0
4165,neu,1.0
4166,pos,0.0
4167,compound,0.0
4168,neg,0.0
4169,neu,0.647
4170,pos,0.353
4171,compound,0.7964
4172,neg,0.0
4173,neu,1.0
4174,pos,0.0
4175,compound,0.0
4176,neg,0.0
4177,neu,0.603
4178,pos,0.397
4179,compound,0.91
4180,neg,0.0
4181,neu,1.0
4182,pos,0.0
4183,compound,0.0
4184,neg,0.0
4185,neu,0.58
4186,pos,0.42
4187,compound,0.4404
4188,neg,0.0
4189,neu,1.0
4190,pos,0.0
4191,compound,0.0
4192,neg,0.0
4193,neu,1.0
4194,pos,0.0
4195,compound,0.0
4196,neg,0.0
4197,neu,1.0
4198,pos,0.0
4199,compound,0.0
4200,neg,0.0
4201,neu,0.58
4202,pos,0.42
4203,compound,0.4404
4204,neg,0.0
4205,neu,1.0
4206,pos,0.0
4207,compound,0.0
4208,neg,0.0
4209,neu,0.858
4210,pos,0.142
4211,compound,0.5106
4212,neg,0.444
4213,neu,0.556
4214,pos,0.0
4215,compound,-0.1531
4216,neg,0.105
4217,neu,0.691
4218,pos,0.204
4219,compound,0.4019
4220,neg,0.0
4221,neu,1.0
4222,pos,0.0
4223,compound,0.0
4224,neg,0.0
4225,neu,1.0
4226,pos,0.0
4227,compound,0.0
4228,neg,0.0
4229,neu,0.909
4230,pos,0.091
4231,compound,0.25
4232,neg,0.0
4233,neu,0.839
4234,pos,0.161
4235,compound,0.4703
4236,neg,0.0
4237,neu,1.0
4238,pos,0.0
4239,compound,0.0
4240,neg,0.0
4241,neu,0.737
4242,pos,0.263
4243,compound,0.3612
4244,neg,0.0
4245,neu,0.241
4246,pos,0.759
4247,compound,0.743
4248,neg,0.0
4249,neu,0.351
4250,pos,0.649
4251,compound,0.5719
4252,neg,0.0
4253,neu,0.328
4254,pos,0.672
4255,compound,0.6249
4256,neg,0.0
4257,neu,0.351
4258,pos,0.649
4259,compound,0.5719
4260,neg,0.0
4261,neu,0.631
4262,pos,0.369
4263,compound,0.6249
4264,neg,0.046
4265,neu,0.795
4266,pos,0.159
4267,compound,0.5719
4268,neg,0.0
4269,neu,0.889
4270,pos,0.111
4271,compound,0.3612
4272,neg,0.0
4273,neu,0.765
4274,pos,0.235
4275,compound,0.7717
4276,neg,0.0
4277,neu,1.0
4278,pos,0.0
4279,compound,0.0
4280,neg,0.08
4281,neu,0.741
4282,pos,0.179
4283,compound,0.3818
4284,neg,0.0
4285,neu,1.0
4286,pos,0.0
4287,compound,0.0
4288,neg,0.153
4289,neu,0.73
4290,pos,0.117
4291,compound,-0.128
4292,neg,0.0
4293,neu,0.892
4294,pos,0.108
4295,compound,0.4404
4296,neg,0.0
4297,neu,0.885
4298,pos,0.115
4299,compound,0.3818
4300,neg,0.0
4301,neu,1.0
4302,pos,0.0
4303,compound,0.0
4304,neg,0.0
4305,neu,0.902
4306,pos,0.098
4307,compound,0.0772
4308,neg,0.0
4309,neu,1.0
4310,pos,0.0
4311,compound,0.0
4312,neg,0.0
4313,neu,1.0
4314,pos,0.0
4315,compound,0.0
4316,neg,0.0
4317,neu,1.0
4318,pos,0.0
4319,compound,0.0
4320,neg,0.0
4321,neu,1.0
4322,pos,0.0
4323,compound,0.0
4324,neg,0.0
4325,neu,1.0
4326,pos,0.0
4327,compound,0.0
4328,neg,0.0
4329,neu,1.0
4330,pos,0.0
4331,compound,0.0
4332,neg,0.0
4333,neu,0.799
4334,pos,0.201
4335,compound,0.7003
4336,neg,0.0
4337,neu,0.788
4338,pos,0.212
4339,compound,0.8225
4340,neg,0.0
4341,neu,0.909
4342,pos,0.091
4343,compound,0.34
4344,neg,0.0
4345,neu,0.872
4346,pos,0.128
4347,compound,0.296
4348,neg,0.0
4349,neu,0.0
4350,pos,1.0
4351,compound,0.4215
4352,neg,0.0
4353,neu,0.702
4354,pos,0.298
4355,compound,0.6249
4356,neg,0.0
4357,neu,0.682
4358,pos,0.318
4359,compound,0.6369
4360,neg,0.0
4361,neu,0.641
4362,pos,0.359
4363,compound,0.4215
4364,neg,0.0
4365,neu,1.0
4366,pos,0.0
4367,compound,0.0
4368,neg,0.0
4369,neu,1.0
4370,pos,0.0
4371,compound,0.0
4372,neg,0.0
4373,neu,1.0
4374,pos,0.0
4375,compound,0.0
4376,neg,0.0
4377,neu,1.0
4378,pos,0.0
4379,compound,0.0
4380,neg,0.25
4381,neu,0.66
4382,pos,0.091
4383,compound,-0.5938
4384,neg,0.0
4385,neu,1.0
4386,pos,0.0
4387,compound,0.0
4388,neg,0.0
4389,neu,0.814
4390,pos,0.186
4391,compound,0.7311
4392,neg,0.0
4393,neu,0.575
4394,pos,0.425
4395,compound,0.5719
4396,neg,0.0
4397,neu,0.351
4398,pos,0.649
4399,compound,0.5719
4400,neg,0.0
4401,neu,1.0
4402,pos,0.0
4403,compound,0.0
4404,neg,0.0
4405,neu,1.0
4406,pos,0.0
4407,compound,0.0
4408,neg,0.041
4409,neu,0.685
4410,pos,0.274
4411,compound,0.9231
4412,neg,0.0
4413,neu,1.0
4414,pos,0.0
4415,compound,0.0
4416,neg,0.0
4417,neu,1.0
4418,pos,0.0
4419,compound,0.0
4420,neg,0.0
4421,neu,0.841
4422,pos,0.159
4423,compound,0.5574
4424,neg,0.0
4425,neu,1.0
