,label,values
9770,pos,0.0
9771,compound,0.0
9772,neg,0.0
9773,neu,0.441
9774,pos,0.559
9775,compound,0.5859
9776,neg,0.0
9777,neu,1.0
9778,pos,0.0
9779,compound,0.0
9780,neg,0.0
9781,neu,0.345
9782,pos,0.655
9783,compound,0.5859
9784,neg,0.0
9785,neu,1.0
9786,pos,0.0
9787,compound,0.0
9788,neg,0.574
9789,neu,0.426
9790,pos,0.0
9791,compound,-0.4019
9792,neg,0.0
9793,neu,1.0
9794,pos,0.0
9795,compound,0.0
9796,neg,0.0
9797,neu,0.732
9798,pos,0.268
9799,compound,0.5106
9800,neg,0.0
9801,neu,1.0
9802,pos,0.0
9803,compound,0.0
9804,neg,0.0
9805,neu,1.0
9806,pos,0.0
9807,compound,0.0
9808,neg,0.0
9809,neu,1.0
9810,pos,0.0
9811,compound,0.0
9812,neg,0.0
9813,neu,1.0
9814,pos,0.0
9815,compound,0.0
9816,neg,0.0
9817,neu,0.385
9818,pos,0.615
9819,compound,0.4939
9820,neg,0.0
9821,neu,1.0
9822,pos,0.0
9823,compound,0.0
9824,neg,0.0
9825,neu,1.0
9826,pos,0.0
9827,compound,0.0
9828,neg,0.0
9829,neu,0.44
9830,pos,0.56
9831,compound,0.6249
9832,neg,0.0
9833,neu,1.0
9834,pos,0.0
9835,compound,0.0
9836,neg,0.0
9837,neu,1.0
9838,pos,0.0
9839,compound,0.0
9840,neg,0.256
9841,neu,0.562
9842,pos,0.181
9843,compound,-0.296
9844,neg,0.0
9845,neu,1.0
9846,pos,0.0
9847,compound,0.0
9848,neg,0.0
9849,neu,1.0
9850,pos,0.0
9851,compound,0.0
9852,neg,0.0
9853,neu,1.0
9854,pos,0.0
9855,compound,0.0
9856,neg,0.0
9857,neu,0.351
9858,pos,0.649
9859,compound,0.5719
9860,neg,0.0
9861,neu,0.213
9862,pos,0.787
9863,compound,0.5719
9864,neg,0.0
9865,neu,0.351
9866,pos,0.649
9867,compound,0.5719
9868,neg,0.0
9869,neu,0.629
9870,pos,0.371
9871,compound,0.7096
9872,neg,0.0
9873,neu,0.519
9874,pos,0.481
9875,compound,0.9313
9876,neg,0.091
9877,neu,0.909
9878,pos,0.0
9879,compound,-0.296
9880,neg,0.0
9881,neu,1.0
9882,pos,0.0
9883,compound,0.0
9884,neg,0.0
9885,neu,1.0
9886,pos,0.0
9887,compound,0.0
9888,neg,0.0
9889,neu,0.351
9890,pos,0.649
9891,compound,0.5719
9892,neg,0.0
9893,neu,1.0
9894,pos,0.0
9895,compound,0.0
9896,neg,0.086
9897,neu,0.694
9898,pos,0.22
9899,compound,0.5067
9900,neg,0.375
9901,neu,0.625
9902,pos,0.0
9903,compound,-0.34
9904,neg,0.0
9905,neu,1.0
9906,pos,0.0
9907,compound,0.0
9908,neg,0.0
9909,neu,1.0
9910,pos,0.0
9911,compound,0.0
9912,neg,0.0
9913,neu,0.351
9914,pos,0.649
9915,compound,0.5719
9916,neg,0.0
9917,neu,0.328
9918,pos,0.672
9919,compound,0.6249
9920,neg,0.0
9921,neu,0.59
9922,pos,0.41
9923,compound,0.4173
9924,neg,0.0
9925,neu,1.0
9926,pos,0.0
9927,compound,0.0
9928,neg,0.0
9929,neu,0.448
9930,pos,0.552
9931,compound,0.5719
9932,neg,0.0
9933,neu,0.515
9934,pos,0.485
9935,compound,0.8555
9936,neg,0.0
9937,neu,1.0
9938,pos,0.0
9939,compound,0.0
9940,neg,0.0
9941,neu,1.0
9942,pos,0.0
9943,compound,0.0
9944,neg,0.0
9945,neu,1.0
9946,pos,0.0
9947,compound,0.0
9948,neg,0.0
9949,neu,1.0
9950,pos,0.0
9951,compound,0.0
9952,neg,0.0
9953,neu,1.0
9954,pos,0.0
9955,compound,0.0
9956,neg,0.0
9957,neu,1.0
9958,pos,0.0
9959,compound,0.0
9960,neg,0.292
9961,neu,0.488
9962,pos,0.22
9963,compound,-0.2247
9964,neg,0.0
9965,neu,0.351
9966,pos,0.649
9967,compound,0.5719
9968,neg,0.0
9969,neu,0.286
9970,pos,0.714
9971,compound,0.6124
9972,neg,0.0
9973,neu,0.336
9974,pos,0.664
9975,compound,0.836
9976,neg,0.0
9977,neu,0.417
9978,pos,0.583
9979,compound,0.4215
9980,neg,0.0
9981,neu,0.508
9982,pos,0.492
9983,compound,0.7003
9984,neg,0.0
9985,neu,0.351
9986,pos,0.649
9987,compound,0.5719
9988,neg,0.0
9989,neu,0.488
9990,pos,0.512
9991,compound,0.6369
9992,neg,0.0
9993,neu,0.684
9994,pos,0.316
9995,compound,0.5719
9996,neg,0.0
9997,neu,1.0
9998,pos,0.0
9999,compound,0.0
10000,neg,0.0
10001,neu,0.519
10002,pos,0.481
10003,compound,0.5719
10004,neg,0.0
10005,neu,0.577
10006,pos,0.423
10007,compound,0.296
10008,neg,0.0
10009,neu,0.476
10010,pos,0.524
10011,compound,0.5106
10012,neg,0.0
10013,neu,0.204
10014,pos,0.796
10015,compound,0.5994
10016,neg,0.0
10017,neu,0.542
10018,pos,0.458
10019,compound,0.9001
10020,neg,0.0
10021,neu,0.585
10022,pos,0.415
10023,compound,0.7501
10024,neg,0.0
10025,neu,0.714
10026,pos,0.286
10027,compound,0.5574
10028,neg,0.0
10029,neu,0.351
10030,pos,0.649
10031,compound,0.5719
10032,neg,0.0
10033,neu,0.328
10034,pos,0.672
10035,compound,0.6249
10036,neg,0.0
10037,neu,0.351
10038,pos,0.649
10039,compound,0.5719
10040,neg,0.0
10041,neu,0.575
10042,pos,0.425
10043,compound,0.5709
10044,neg,0.0
10045,neu,0.654
10046,pos,0.346
10047,compound,0.5719
10048,neg,0.0
10049,neu,1.0
10050,pos,0.0
10051,compound,0.0
10052,neg,0.38
10053,neu,0.62
10054,pos,0.0
10055,compound,-0.5994
10056,neg,0.0
10057,neu,0.351
10058,pos,0.649
10059,compound,0.5719
10060,neg,0.0
10061,neu,0.351
10062,pos,0.649
10063,compound,0.5719
10064,neg,0.0
10065,neu,0.351
10066,pos,0.649
10067,compound,0.5719
10068,neg,0.0
10069,neu,0.625
10070,pos,0.375
10071,compound,0.6369
10072,neg,0.0
10073,neu,1.0
10074,pos,0.0
10075,compound,0.0
10076,neg,0.0
10077,neu,1.0
10078,pos,0.0
10079,compound,0.0
10080,neg,0.0
10081,neu,0.351
10082,pos,0.649
10083,compound,0.5719
10084,neg,0.0
10085,neu,0.385
10086,pos,0.615
10087,compound,0.4939
10088,neg,0.0
10089,neu,0.351
10090,pos,0.649
10091,compound,0.5719
10092,neg,0.0
10093,neu,0.351
10094,pos,0.649
10095,compound,0.5719
10096,neg,0.0
10097,neu,0.167
10098,pos,0.833
10099,compound,0.6124
10100,neg,0.0
10101,neu,1.0
10102,pos,0.0
10103,compound,0.0
10104,neg,0.0
10105,neu,0.853
10106,pos,0.147
10107,compound,0.4767
10108,neg,0.0
10109,neu,0.519
10110,pos,0.481
10111,compound,0.8807
10112,neg,0.0
10113,neu,0.764
10114,pos,0.236
10115,compound,0.5267
10116,neg,0.0
10117,neu,0.351
10118,pos,0.649
10119,compound,0.5719
10120,neg,0.0
10121,neu,1.0
10122,pos,0.0
10123,compound,0.0
10124,neg,0.0
10125,neu,1.0
10126,pos,0.0
10127,compound,0.0
10128,neg,0.0
10129,neu,0.435
10130,pos,0.565
10131,compound,0.5994
10132,neg,0.0
10133,neu,0.345
10134,pos,0.655
10135,compound,0.5859
10136,neg,0.0
10137,neu,0.351
10138,pos,0.649
10139,compound,0.5719
10140,neg,0.0
10141,neu,0.238
10142,pos,0.762
10143,compound,0.4939
10144,neg,0.0
10145,neu,1.0
10146,pos,0.0
10147,compound,0.0
10148,neg,0.0
10149,neu,0.351
10150,pos,0.649
10151,compound,0.5719
10152,neg,0.0
10153,neu,0.3
10154,pos,0.7
10155,compound,0.7906
10156,neg,0.311
10157,neu,0.689
10158,pos,0.0
10159,compound,-0.3089
10160,neg,0.0
10161,neu,1.0
10162,pos,0.0
10163,compound,0.0
10164,neg,0.0
10165,neu,1.0
10166,pos,0.0
10167,compound,0.0
10168,neg,0.0
10169,neu,0.351
10170,pos,0.649
10171,compound,0.5719
10172,neg,0.0
10173,neu,0.328
10174,pos,0.672
10175,compound,0.6249
10176,neg,0.0
10177,neu,1.0
10178,pos,0.0
10179,compound,0.0
10180,neg,0.0
10181,neu,1.0
10182,pos,0.0
10183,compound,0.0
10184,neg,0.0
10185,neu,1.0
10186,pos,0.0
10187,compound,0.0
10188,neg,0.0
10189,neu,1.0
10190,pos,0.0
10191,compound,0.0
10192,neg,0.0
10193,neu,1.0
10194,pos,0.0
10195,compound,0.0
10196,neg,0.0
10197,neu,1.0
10198,pos,0.0
10199,compound,0.0
10200,neg,0.0
10201,neu,0.182
10202,pos,0.818
10203,compound,0.5423
10204,neg,0.0
10205,neu,0.792
10206,pos,0.208
10207,compound,0.2732
10208,neg,0.0
10209,neu,0.27
10210,pos,0.73
10211,compound,0.4019
10212,neg,0.0
10213,neu,1.0
10214,pos,0.0
10215,compound,0.0
10216,neg,0.0
10217,neu,0.576
10218,pos,0.424
10219,compound,0.7096
10220,neg,0.287
10221,neu,0.573
10222,pos,0.14
10223,compound,-0.4678
10224,neg,0.0
10225,neu,0.127
10226,pos,0.873
10227,compound,0.7845
10228,neg,0.0
10229,neu,1.0
10230,pos,0.0
10231,compound,0.0
10232,neg,0.0
10233,neu,1.0
10234,pos,0.0
10235,compound,0.0
10236,neg,0.0
10237,neu,1.0
10238,pos,0.0
10239,compound,0.0
10240,neg,0.0
10241,neu,1.0
10242,pos,0.0
10243,compound,0.0
10244,neg,0.0
10245,neu,1.0
10246,pos,0.0
10247,compound,0.0
10248,neg,0.0
10249,neu,0.769
10250,pos,0.231
10251,compound,0.2023
10252,neg,0.0
10253,neu,1.0
10254,pos,0.0
10255,compound,0.0
10256,neg,0.0
10257,neu,0.351
10258,pos,0.649
10259,compound,0.5719
10260,neg,0.0
10261,neu,0.465
10262,pos,0.535
10263,compound,0.3182
10264,neg,0.0
10265,neu,0.519
10266,pos,0.481
10267,compound,0.5719
10268,neg,0.0
10269,neu,0.351
10270,pos,0.649
10271,compound,0.5719
10272,neg,0.0
10273,neu,0.388
10274,pos,0.612
10275,compound,0.836
10276,neg,0.0
10277,neu,0.351
10278,pos,0.649
10279,compound,0.5719
10280,neg,0.0
10281,neu,1.0
10282,pos,0.0
10283,compound,0.0
10284,neg,0.0
10285,neu,0.448
10286,pos,0.552
10287,compound,0.5719
10288,neg,0.0
10289,neu,1.0
10290,pos,0.0
10291,compound,0.0
10292,neg,0.0
10293,neu,1.0
10294,pos,0.0
10295,compound,0.0
10296,neg,0.0
10297,neu,0.351
10298,pos,0.649
10299,compound,0.5719
10300,neg,0.0
10301,neu,0.286
10302,pos,0.714
10303,compound,0.6124
10304,neg,0.0
10305,neu,1.0
10306,pos,0.0
10307,compound,0.0
10308,neg,0.0
10309,neu,0.351
10310,pos,0.649
10311,compound,0.5719
10312,neg,0.0
10313,neu,0.592
10314,pos,0.408
10315,compound,0.7351
10316,neg,0.0
10317,neu,0.654
10318,pos,0.346
10319,compound,0.5719
10320,neg,0.109
10321,neu,0.514
10322,pos,0.377
10323,compound,0.6908
10324,neg,0.0
10325,neu,0.825
10326,pos,0.175
10327,compound,0.5598
10328,neg,0.0
10329,neu,0.208
10330,pos,0.792
10331,compound,0.5859
10332,neg,0.0
10333,neu,0.805
10334,pos,0.195
10335,compound,0.4404
10336,neg,0.0
10337,neu,1.0
10338,pos,0.0
10339,compound,0.0
10340,neg,0.0
10341,neu,0.536
10342,pos,0.464
10343,compound,0.946
10344,neg,0.0
10345,neu,1.0
10346,pos,0.0
10347,compound,0.0
10348,neg,0.0
10349,neu,0.857
10350,pos,0.143
10351,compound,0.802
10352,neg,0.0
10353,neu,0.706
10354,pos,0.294
10355,compound,0.3612
10356,neg,0.0
10357,neu,0.316
10358,pos,0.684
10359,compound,0.7579
10360,neg,0.0
10361,neu,0.336
10362,pos,0.664
10363,compound,0.836
10364,neg,0.0
10365,neu,0.446
10366,pos,0.554
10367,compound,0.8271
10368,neg,0.0
10369,neu,0.714
10370,pos,0.286
10371,compound,0.34
10372,neg,0.103
10373,neu,0.684
10374,pos,0.213
10375,compound,0.3794
10376,neg,0.0
10377,neu,0.388
10378,pos,0.612
10379,compound,0.836
10380,neg,0.0
10381,neu,1.0
10382,pos,0.0
10383,compound,0.0
10384,neg,0.0
10385,neu,0.538
10386,pos,0.462
10387,compound,0.8834
10388,neg,0.0
10389,neu,0.515
10390,pos,0.485
10391,compound,0.9217
10392,neg,0.0
10393,neu,0.435
10394,pos,0.565
10395,compound,0.7783
10396,neg,0.0
10397,neu,0.351
10398,pos,0.649
10399,compound,0.5719
10400,neg,0.0
10401,neu,0.375
10402,pos,0.625
10403,compound,0.6124
10404,neg,0.0
10405,neu,0.615
10406,pos,0.385
10407,compound,0.3612
10408,neg,0.0
10409,neu,0.351
10410,pos,0.649
10411,compound,0.5719
10412,neg,0.0
10413,neu,1.0
10414,pos,0.0
10415,compound,0.0
10416,neg,0.0
10417,neu,1.0
10418,pos,0.0
10419,compound,0.0
10420,neg,0.0
10421,neu,0.58
10422,pos,0.42
10423,compound,0.7003
10424,neg,0.0
10425,neu,0.67
10426,pos,0.33
10427,compound,0.7096
10428,neg,0.0
10429,neu,1.0
10430,pos,0.0
10431,compound,0.0
10432,neg,0.0
10433,neu,0.695
10434,pos,0.305
10435,compound,0.3875
10436,neg,0.108
10437,neu,0.723
10438,pos,0.169
10439,compound,0.2516
10440,neg,0.0
10441,neu,0.63
10442,pos,0.37
10443,compound,0.5719
10444,neg,0.0
10445,neu,0.619
10446,pos,0.381
10447,compound,0.5719
10448,neg,0.0
10449,neu,0.58
10450,pos,0.42
10451,compound,0.4404
10452,neg,0.0
10453,neu,1.0
10454,pos,0.0
10455,compound,0.0
10456,neg,0.0
10457,neu,0.351
10458,pos,0.649
10459,compound,0.5719
10460,neg,0.0
10461,neu,1.0
10462,pos,0.0
10463,compound,0.0
10464,neg,0.0
10465,neu,0.351
10466,pos,0.649
10467,compound,0.5719
10468,neg,0.0
10469,neu,1.0
10470,pos,0.0
10471,compound,0.0
10472,neg,0.0
10473,neu,0.448
10474,pos,0.552
10475,compound,0.5719
10476,neg,0.0
10477,neu,1.0
10478,pos,0.0
10479,compound,0.0
10480,neg,0.0
10481,neu,0.339
10482,pos,0.661
10483,compound,0.4404
10484,neg,0.0
10485,neu,0.367
10486,pos,0.633
10487,compound,0.7845
10488,neg,0.0
10489,neu,0.667
10490,pos,0.333
10491,compound,0.3612
10492,neg,0.0
10493,neu,1.0
10494,pos,0.0
10495,compound,0.0
10496,neg,0.0
10497,neu,1.0
10498,pos,0.0
10499,compound,0.0
10500,neg,0.0
10501,neu,0.351
10502,pos,0.649
10503,compound,0.5719
10504,neg,0.0
10505,neu,0.476
10506,pos,0.524
10507,compound,0.5106
10508,neg,0.0
10509,neu,0.359
10510,pos,0.641
10511,compound,0.8934
10512,neg,0.0
10513,neu,0.351
10514,pos,0.649
10515,compound,0.5719
10516,neg,0.0
10517,neu,0.508
10518,pos,0.492
10519,compound,0.4404
10520,neg,0.0
10521,neu,0.548
10522,pos,0.452
10523,compound,0.5106
10524,neg,0.0
10525,neu,1.0
10526,pos,0.0
10527,compound,0.0
10528,neg,0.0
10529,neu,0.625
10530,pos,0.375
10531,compound,0.34
10532,neg,0.0
10533,neu,1.0
10534,pos,0.0
10535,compound,0.0
10536,neg,0.0
10537,neu,0.351
10538,pos,0.649
10539,compound,0.5719
10540,neg,0.0
10541,neu,1.0
10542,pos,0.0
10543,compound,0.0
10544,neg,0.0
10545,neu,1.0
10546,pos,0.0
10547,compound,0.0
10548,neg,0.0
10549,neu,0.351
10550,pos,0.649
10551,compound,0.5719
10552,neg,0.0
10553,neu,0.385
10554,pos,0.615
10555,compound,0.4939
10556,neg,0.0
10557,neu,0.918
10558,pos,0.082
10559,compound,0.4939
10560,neg,0.0
10561,neu,0.351
10562,pos,0.649
10563,compound,0.5719
10564,neg,0.393
10565,neu,0.0
10566,pos,0.607
10567,compound,0.3182
10568,neg,0.0
10569,neu,1.0
10570,pos,0.0
10571,compound,0.0
10572,neg,0.0
10573,neu,1.0
10574,pos,0.0
10575,compound,0.0
10576,neg,0.0
10577,neu,0.143
10578,pos,0.857
10579,compound,0.7184
10580,neg,0.0
10581,neu,0.0
10582,pos,1.0
10583,compound,0.34
10584,neg,0.0
10585,neu,1.0
10586,pos,0.0
10587,compound,0.0
10588,neg,0.0
10589,neu,1.0
10590,pos,0.0
10591,compound,0.0
10592,neg,0.0
10593,neu,0.0
10594,pos,1.0
10595,compound,0.5574
10596,neg,0.0
10597,neu,1.0
10598,pos,0.0
10599,compound,0.0
10600,neg,0.0
10601,neu,1.0
10602,pos,0.0
10603,compound,0.0
10604,neg,0.0
10605,neu,0.511
10606,pos,0.489
10607,compound,0.7717
10608,neg,0.0
10609,neu,0.211
10610,pos,0.789
10611,compound,0.8176
10612,neg,0.0
10613,neu,1.0
10614,pos,0.0
10615,compound,0.0
10616,neg,0.0
10617,neu,1.0
10618,pos,0.0
10619,compound,0.0
10620,neg,0.0
10621,neu,1.0
10622,pos,0.0
10623,compound,0.0
10624,neg,0.0
10625,neu,1.0
10626,pos,0.0
10627,compound,0.0
10628,neg,0.0
10629,neu,0.917
10630,pos,0.083
10631,compound,0.4019
10632,neg,0.0
10633,neu,0.707
10634,pos,0.293
10635,compound,0.4404
10636,neg,0.0
10637,neu,1.0
10638,pos,0.0
10639,compound,0.0
10640,neg,0.0
10641,neu,1.0
10642,pos,0.0
10643,compound,0.0
10644,neg,0.0
10645,neu,1.0
10646,pos,0.0
10647,compound,0.0
10648,neg,0.227
10649,neu,0.567
10650,pos,0.206
10651,compound,-0.0772
10652,neg,0.0
10653,neu,0.576
10654,pos,0.424
10655,compound,0.2975
10656,neg,0.0
10657,neu,1.0
10658,pos,0.0
10659,compound,0.0
10660,neg,0.0
10661,neu,1.0
10662,pos,0.0
10663,compound,0.0
10664,neg,0.0
10665,neu,0.204
10666,pos,0.796
10667,compound,0.5994
10668,neg,0.0
10669,neu,0.762
10670,pos,0.238
10671,compound,0.3612
10672,neg,0.158
10673,neu,0.842
10674,pos,0.0
10675,compound,-0.3089
10676,neg,1.0
10677,neu,0.0
10678,pos,0.0
10679,compound,-0.1779
10680,neg,0.265
10681,neu,0.735
10682,pos,0.0
10683,compound,-0.5574
10684,neg,0.282
10685,neu,0.545
10686,pos,0.173
10687,compound,-0.34
10688,neg,0.0
10689,neu,1.0
10690,pos,0.0
10691,compound,0.0
10692,neg,0.0
10693,neu,0.6
10694,pos,0.4
10695,compound,0.25
10696,neg,0.304
10697,neu,0.696
10698,pos,0.0
10699,compound,-0.5423
10700,neg,0.07
10701,neu,0.825
10702,pos,0.105
10703,compound,0.2732
10704,neg,0.0
10705,neu,1.0
10706,pos,0.0
10707,compound,0.0
10708,neg,0.0
10709,neu,0.656
10710,pos,0.344
10711,compound,0.6369
10712,neg,0.351
10713,neu,0.649
10714,pos,0.0
10715,compound,-0.4019
10716,neg,0.0
10717,neu,1.0
10718,pos,0.0
10719,compound,0.0
10720,neg,0.0
10721,neu,1.0
10722,pos,0.0
10723,compound,0.0
10724,neg,0.0
10725,neu,0.769
10726,pos,0.231
10727,compound,0.4019
10728,neg,0.0
10729,neu,1.0
10730,pos,0.0
10731,compound,0.0
10732,neg,0.067
10733,neu,0.834
10734,pos,0.1
10735,compound,0.1793
10736,neg,0.0
10737,neu,1.0
10738,pos,0.0
10739,compound,0.0
10740,neg,0.0
10741,neu,1.0
10742,pos,0.0
10743,compound,0.0
10744,neg,0.0
10745,neu,0.732
10746,pos,0.268
10747,compound,0.765
10748,neg,0.0
10749,neu,0.887
10750,pos,0.113
10751,compound,0.4939
10752,neg,0.0
10753,neu,1.0
10754,pos,0.0
10755,compound,0.0
10756,neg,0.0
10757,neu,1.0
10758,pos,0.0
10759,compound,0.0
10760,neg,0.11
10761,neu,0.89
10762,pos,0.0
10763,compound,-0.1531
10764,neg,0.0
10765,neu,0.676
10766,pos,0.324
10767,compound,0.34
10768,neg,0.0
10769,neu,1.0
10770,pos,0.0
10771,compound,0.0
10772,neg,0.0
10773,neu,1.0
10774,pos,0.0
10775,compound,0.0
10776,neg,0.0
10777,neu,0.495
10778,pos,0.505
10779,compound,0.6249
10780,neg,0.0
10781,neu,1.0
10782,pos,0.0
10783,compound,0.0
10784,neg,0.0
10785,neu,1.0
10786,pos,0.0
10787,compound,0.0
10788,neg,0.0
10789,neu,0.471
10790,pos,0.529
10791,compound,0.9274
10792,neg,0.0
10793,neu,0.741
10794,pos,0.259
10795,compound,0.2732
10796,neg,0.0
10797,neu,1.0
10798,pos,0.0
10799,compound,0.0
10800,neg,0.0
10801,neu,0.802
10802,pos,0.198
10803,compound,0.4939
10804,neg,0.0
10805,neu,1.0
10806,pos,0.0
10807,compound,0.0
10808,neg,0.219
10809,neu,0.535
10810,pos,0.246
10811,compound,0.128
10812,neg,0.0
10813,neu,1.0
10814,pos,0.0
10815,compound,0.0
10816,neg,0.0
10817,neu,1.0
10818,pos,0.0
10819,compound,0.0
10820,neg,0.0
10821,neu,0.633
10822,pos,0.367
10823,compound,0.4404
10824,neg,0.0
10825,neu,1.0
10826,pos,0.0
10827,compound,0.0
10828,neg,0.0
10829,neu,1.0
10830,pos,0.0
10831,compound,0.0
10832,neg,0.0
10833,neu,0.606
10834,pos,0.394
10835,compound,0.5994
10836,neg,0.0
10837,neu,1.0
10838,pos,0.0
10839,compound,0.0
10840,neg,0.0
10841,neu,0.678
10842,pos,0.322
10843,compound,0.2263
10844,neg,0.0
10845,neu,0.58
10846,pos,0.42
10847,compound,0.4404
10848,neg,0.054
10849,neu,0.701
10850,pos,0.245
10851,compound,0.6573
10852,neg,0.0
10853,neu,0.423
10854,pos,0.577
10855,compound,0.6249
10856,neg,0.0
10857,neu,0.569
10858,pos,0.431
10859,compound,0.6486
10860,neg,0.0
10861,neu,0.815
10862,pos,0.185
10863,compound,0.3612
10864,neg,0.0
10865,neu,0.909
10866,pos,0.091
10867,compound,0.4019
10868,neg,0.0
10869,neu,0.674
10870,pos,0.326
10871,compound,0.4404
10872,neg,0.0
10873,neu,0.0
10874,pos,1.0
10875,compound,0.6808
10876,neg,0.0
10877,neu,1.0
10878,pos,0.0
10879,compound,0.0
10880,neg,0.0
10881,neu,1.0
10882,pos,0.0
10883,compound,0.0
10884,neg,0.0
10885,neu,0.426
10886,pos,0.574
10887,compound,0.4019
10888,neg,0.0
10889,neu,0.802
10890,pos,0.198
10891,compound,0.5719
10892,neg,0.0
10893,neu,0.609
10894,pos,0.391
10895,compound,0.795
10896,neg,0.0
10897,neu,1.0
10898,pos,0.0
10899,compound,0.0
10900,neg,0.0
10901,neu,1.0
10902,pos,0.0
10903,compound,0.0
10904,neg,0.0
10905,neu,0.945
10906,pos,0.055
10907,compound,0.2023
10908,neg,0.0
10909,neu,1.0
10910,pos,0.0
10911,compound,0.0
10912,neg,0.072
10913,neu,0.624
10914,pos,0.305
10915,compound,0.8779
10916,neg,0.0
10917,neu,1.0
10918,pos,0.0
10919,compound,0.0
10920,neg,0.234
10921,neu,0.419
10922,pos,0.347
10923,compound,0.4404
10924,neg,0.0
10925,neu,0.763
10926,pos,0.237
10927,compound,0.4767
10928,neg,0.0
10929,neu,0.0
10930,pos,1.0
10931,compound,0.5859
10932,neg,0.0
10933,neu,1.0
10934,pos,0.0
10935,compound,0.0
10936,neg,0.0
10937,neu,0.625
10938,pos,0.375
10939,compound,0.6369
10940,neg,0.0
10941,neu,0.656
10942,pos,0.344
10943,compound,0.4939
10944,neg,0.0
10945,neu,1.0
10946,pos,0.0
10947,compound,0.0
10948,neg,0.0
10949,neu,1.0
10950,pos,0.0
10951,compound,0.0
10952,neg,0.0
10953,neu,1.0
10954,pos,0.0
10955,compound,0.0
10956,neg,0.0
10957,neu,0.871
10958,pos,0.129
10959,compound,0.4767
10960,neg,0.0
10961,neu,0.667
10962,pos,0.333
10963,compound,0.4588
10964,neg,0.0
10965,neu,1.0
10966,pos,0.0
10967,compound,0.0
10968,neg,0.0
10969,neu,1.0
10970,pos,0.0
10971,compound,0.0
10972,neg,0.0
10973,neu,1.0
10974,pos,0.0
10975,compound,0.0
10976,neg,0.0
10977,neu,1.0
10978,pos,0.0
10979,compound,0.0
10980,neg,0.0
10981,neu,0.448
10982,pos,0.552
10983,compound,0.5719
10984,neg,0.0
10985,neu,1.0
10986,pos,0.0
10987,compound,0.0
10988,neg,0.094
10989,neu,0.495
10990,pos,0.41
10991,compound,0.8514
10992,neg,0.0
10993,neu,1.0
10994,pos,0.0
10995,compound,0.0
10996,neg,0.0
10997,neu,1.0
10998,pos,0.0
10999,compound,0.0
11000,neg,0.192
11001,neu,0.577
11002,pos,0.231
11003,compound,0.1027
11004,neg,0.0
11005,neu,0.545
11006,pos,0.455
11007,compound,0.3612
11008,neg,0.0
11009,neu,1.0
11010,pos,0.0
11011,compound,0.0
11012,neg,0.0
11013,neu,0.759
11014,pos,0.241
11015,compound,0.5859
11016,neg,0.0
11017,neu,0.855
11018,pos,0.145
11019,compound,0.5267
11020,neg,0.0
11021,neu,1.0
11022,pos,0.0
11023,compound,0.0
11024,neg,0.0
11025,neu,0.565
11026,pos,0.435
11027,compound,0.6597
11028,neg,0.0
11029,neu,0.0
11030,pos,1.0
11031,compound,0.5859
11032,neg,0.0
11033,neu,1.0
11034,pos,0.0
11035,compound,0.0
11036,neg,0.0
11037,neu,0.417
11038,pos,0.583
11039,compound,0.4215
11040,neg,0.0
11041,neu,0.933
11042,pos,0.067
11043,compound,0.0772
11044,neg,0.0
11045,neu,0.426
11046,pos,0.574
11047,compound,0.4019
11048,neg,0.0
11049,neu,1.0
11050,pos,0.0
11051,compound,0.0
11052,neg,0.255
11053,neu,0.745
11054,pos,0.0
11055,compound,-0.34
11056,neg,0.0
11057,neu,1.0
11058,pos,0.0
11059,compound,0.0
11060,neg,0.0
11061,neu,0.709
11062,pos,0.291
11063,compound,0.5719
11064,neg,0.0
11065,neu,1.0
11066,pos,0.0
11067,compound,0.0
11068,neg,0.0
11069,neu,1.0
11070,pos,0.0
11071,compound,0.0
11072,neg,0.0
11073,neu,1.0
11074,pos,0.0
11075,compound,0.0
11076,neg,0.0
11077,neu,0.351
11078,pos,0.649
11079,compound,0.5719
11080,neg,0.0
11081,neu,0.73
11082,pos,0.27
11083,compound,0.5719
11084,neg,0.0
11085,neu,1.0
11086,pos,0.0
11087,compound,0.0
11088,neg,0.0
11089,neu,1.0
11090,pos,0.0
11091,compound,0.0
11092,neg,0.0
11093,neu,0.222
11094,pos,0.778
11095,compound,0.5423
11096,neg,0.0
11097,neu,0.863
11098,pos,0.137
11099,compound,0.4019
11100,neg,0.119
11101,neu,0.714
11102,pos,0.167
11103,compound,0.2023
11104,neg,0.0
11105,neu,1.0
11106,pos,0.0
11107,compound,0.0
11108,neg,0.095
11109,neu,0.905
11110,pos,0.0
11111,compound,-0.296
11112,neg,0.0
11113,neu,0.769
11114,pos,0.231
11115,compound,0.3818
11116,neg,0.0
11117,neu,1.0
11118,pos,0.0
11119,compound,0.0
11120,neg,0.135
11121,neu,0.865
11122,pos,0.0
11123,compound,-0.1027
11124,neg,0.0
11125,neu,1.0
11126,pos,0.0
11127,compound,0.0
11128,neg,0.253
11129,neu,0.747
11130,pos,0.0
11131,compound,-0.5256
11132,neg,0.0
11133,neu,0.738
11134,pos,0.262
11135,compound,0.4939
11136,neg,0.0
11137,neu,1.0
11138,pos,0.0
11139,compound,0.0
11140,neg,0.0
11141,neu,1.0
11142,pos,0.0
11143,compound,0.0
11144,neg,0.0
11145,neu,1.0
11146,pos,0.0
11147,compound,0.0
